lead_source,industry,employment_status,location,annual_income,number_of_courses_viewed,interaction_count,lead_score,converted
organic_search,technology,self_employed,south_america,69320,2,6,0.64,1
referral,technology,employed,south_america,79549,2,5,0.6,0
paid_ads,retail,student,europe,23318,0,0,0.04,0
paid_ads,education,employed,asia,32918,2,4,0.35,0
paid_ads,technology,employed,south_america,71331,4,6,0.7,1
social_media,technology,employed,europe,75296,4,9,0.86,1
social_media,finance,self_employed,europe,73574,2,0,0.26,0
organic_search,retail,employed,africa,36922,3,5,0.49,0
events,technology,self_employed,africa,70747,2,1,0.23,0
paid_ads,healthcare,,europe,51827,4,5,0.65,1
social_media,healthcare,unemployed,north_america,31621,0,3,0.27,0
referral,technology,employed,south_america,69678,2,6,0.71,1
paid_ads,healthcare,employed,europe,83660,1,4,0.43,0
events,finance,student,asia,28387,3,3,,0
events,healthcare,self_employed,africa,45240,4,6,0.59,1
referral,healthcare,student,north_america,23013,3,3,0.51,1
paid_ads,healthcare,unemployed,africa,31736,0,0,0.14,0
organic_search,manufacturing,self_employed,north_america,67894,3,6,0.59,1
social_media,finance,employed,,67503,1,4,0.42,0
organic_search,,employed,europe,80850,3,6,0.7,1
referral,healthcare,employed,europe,68121,2,5,0.58,0
paid_ads,manufacturing,employed,europe,63773,2,5,0.47,1
paid_ads,retail,employed,,54963,1,0,0.13,0
social_media,healthcare,unemployed,north_america,46764,1,0,0.22,0
social_media,retail,unemployed,north_america,36077,1,1,0.27,1
referral,education,student,north_america,,3,5,0.6,0
referral,healthcare,employed,asia,56434,4,8,0.85,1
paid_ads,technology,self_employed,north_america,76320,5,5,0.64,1
paid_ads,technology,employed,asia,62378,3,2,0.33,1
events,technology,employed,north_america,80052,1,4,0.52,0
social_media,manufacturing,employed,asia,54754,2,3,0.41,1
events,technology,employed,north_america,97500,1,4,0.44,0
organic_search,manufacturing,student,asia,,2,2,0.27,0
paid_ads,retail,employed,,32718,4,9,0.67,1
social_media,retail,student,europe,23793,3,6,0.53,0
paid_ads,healthcare,self_employed,europe,62832,3,3,0.39,1
paid_ads,healthcare,employed,south_america,61959,0,4,0.32,0
paid_ads,manufacturing,self_employed,south_america,56006,1,4,0.35,0
referral,finance,employed,africa,60989,2,4,0.62,1
organic_search,healthcare,employed,europe,73035,1,4,0.46,1
social_media,technology,student,europe,,3,8,0.78,1
organic_search,finance,self_employed,asia,66300,3,8,0.82,0
organic_search,retail,self_employed,africa,45386,1,4,0.44,0
social_media,education,unemployed,europe,12000,0,0,0.1,0
organic_search,healthcare,self_employed,north_america,60001,2,6,0.69,1
events,manufacturing,self_employed,asia,49786,2,1,0.32,1
events,finance,employed,south_america,76971,3,7,0.68,1
organic_search,retail,employed,,35359,2,6,0.6,1
paid_ads,manufacturing,employed,europe,43766,2,3,0.39,1
events,retail,employed,north_america,49166,3,5,0.59,1
events,retail,employed,north_america,43465,1,4,0.33,0
social_media,technology,employed,north_america,75702,2,4,0.6,1
paid_ads,retail,employed,north_america,40344,3,5,0.47,1
social_media,,unemployed,asia,17219,0,3,0.23,0
,education,employed,asia,58639,3,4,0.6,0
paid_ads,manufacturing,employed,asia,55282,2,4,0.46,1
social_media,education,employed,asia,35721,3,3,0.43,0
referral,education,employed,,26955,3,6,0.69,0
referral,finance,employed,europe,82710,4,10,0.99,1
social_media,manufacturing,unemployed,europe,18648,3,5,0.42,1
paid_ads,retail,employed,north_america,56697,3,2,0.23,0
referral,finance,self_employed,asia,86216,3,7,0.71,1
organic_search,healthcare,unemployed,europe,45712,3,6,0.62,1
social_media,technology,employed,europe,83205,2,4,0.5,0
events,technology,employed,,73553,1,2,,1
social_media,education,employed,asia,37554,2,4,0.46,0
paid_ads,technology,employed,europe,90703,2,5,0.54,1
paid_ads,finance,student,north_america,52176,2,6,0.53,0
referral,retail,employed,north_america,50137,2,5,0.53,1
organic_search,finance,employed,north_america,78694,2,3,0.42,1
paid_ads,technology,employed,asia,60640,2,2,0.22,0
paid_ads,education,employed,north_america,42444,3,4,0.45,1
events,technology,self_employed,north_america,70034,1,0,0.12,0
social_media,manufacturing,employed,asia,56787,3,5,0.62,1
referral,education,employed,north_america,54069,0,3,0.31,0
events,technology,unemployed,asia,50972,1,4,0.38,1
paid_ads,education,employed,,45549,1,3,0.27,0
referral,healthcare,employed,south_america,58800,4,8,0.86,1
social_media,retail,employed,asia,35290,4,7,0.74,1
paid_ads,education,student,europe,12357,2,6,0.52,0
paid_ads,manufacturing,self_employed,south_america,56879,3,4,0.43,0
organic_search,technology,unemployed,north_america,61841,2,4,0.57,0
social_media,retail,employed,europe,61395,2,6,0.67,1
referral,healthcare,unemployed,south_america,18943,1,4,0.42,0
referral,finance,self_employed,africa,68207,1,2,0.39,0
paid_ads,retail,unemployed,north_america,22316,1,3,0.27,0
social_media,healthcare,self_employed,south_america,43965,2,4,0.44,1
social_media,healthcare,self_employed,,41141,1,4,0.42,0
social_media,manufacturing,employed,africa,46549,0,3,0.34,1
events,education,employed,south_america,25851,2,3,0.42,0
organic_search,retail,student,asia,,4,5,0.6,1
events,technology,student,europe,,1,0,0.08,1
paid_ads,retail,student,europe,19534,1,3,0.3,0
organic_search,retail,self_employed,north_america,72645,1,3,0.36,1
organic_search,retail,self_employed,,33503,3,7,0.64,1
paid_ads,finance,student,north_america,52912,1,2,0.26,1
organic_search,education,employed,asia,42289,2,5,0.59,1
organic_search,finance,employed,north_america,87271,2,4,0.56,1
paid_ads,retail,student,africa,,0,2,0.19,0
organic_search,retail,employed,europe,51359,2,4,0.5,1
,manufacturing,self_employed,north_america,40309,2,6,0.55,0
referral,technology,employed,south_america,80138,2,2,0.5,0
referral,manufacturing,self_employed,south_america,40579,2,7,0.71,1
events,,unemployed,south_america,19512,2,0,,0
social_media,education,employed,south_america,38904,3,6,0.56,0
referral,retail,employed,south_america,50398,4,9,0.74,0
paid_ads,healthcare,employed,south_america,50154,3,6,0.64,0
referral,manufacturing,self_employed,north_america,58852,2,1,0.42,1
organic_search,healthcare,self_employed,north_america,86587,1,3,0.43,0
organic_search,retail,employed,south_america,49189,2,5,0.59,1
organic_search,healthcare,student,south_america,,5,8,0.85,1
events,education,student,south_america,12000,2,4,0.25,0
referral,education,,asia,41040,3,8,0.7,1
referral,manufacturing,student,north_america,12000,3,1,0.4,0
paid_ads,technology,,europe,35423,1,3,0.31,1
referral,retail,employed,south_america,50531,3,9,0.83,1
events,retail,employed,south_america,47720,1,0,0.19,1
referral,manufacturing,student,,29685,3,6,0.66,1
referral,technology,employed,europe,83543,5,10,0.9,1
social_media,technology,employed,africa,59333,4,6,0.62,1
organic_search,retail,employed,north_america,50412,3,7,0.71,1
organic_search,technology,employed,south_america,75334,3,8,0.78,1
organic_search,technology,employed,north_america,91616,2,4,0.45,0
social_media,technology,unemployed,asia,52367,1,1,0.18,0
paid_ads,technology,student,europe,,1,2,0.23,0
paid_ads,education,self_employed,north_america,31729,1,0,0.11,0
paid_ads,education,student,asia,12000,0,0,0.08,0
organic_search,education,student,africa,,3,4,0.48,0
referral,technology,employed,south_america,75166,2,5,0.63,1
events,retail,unemployed,africa,12000,2,1,0.27,1
social_media,retail,employed,africa,44106,3,3,0.51,1
events,healthcare,employed,africa,59687,2,6,0.58,1
organic_search,technology,employed,south_america,67386,2,5,0.54,0
events,education,unemployed,asia,12000,2,4,0.36,0
referral,education,employed,africa,29777,1,3,0.31,1
organic_search,technology,employed,africa,77810,4,6,0.75,0
referral,healthcare,employed,,57405,3,5,0.57,1
paid_ads,healthcare,self_employed,,43266,0,4,0.35,0
organic_search,healthcare,student,asia,,1,2,0.33,0
referral,education,student,north_america,,4,9,0.77,0
social_media,healthcare,employed,north_america,57890,3,5,0.53,1
paid_ads,education,employed,africa,25405,3,9,0.69,0
organic_search,finance,employed,north_america,95229,4,7,0.79,1
social_media,manufacturing,employed,asia,56663,3,6,0.67,1
paid_ads,retail,employed,north_america,40308,4,7,0.63,1
events,retail,self_employed,south_america,42556,0,0,0.01,0
referral,retail,student,north_america,20145,1,2,0.34,0
paid_ads,retail,unemployed,south_america,,0,2,0.23,0
events,healthcare,unemployed,europe,39584,1,0,0.2,0
paid_ads,technology,employed,south_america,76914,2,4,0.53,0
referral,finance,employed,asia,72020,3,4,0.59,1
paid_ads,retail,employed,europe,47053,2,5,0.45,1
organic_search,technology,self_employed,north_america,92696,1,5,0.55,1
social_media,,student,north_america,,4,7,0.7,1
paid_ads,,self_employed,north_america,86794,0,1,0.1,0
organic_search,technology,,asia,56312,2,6,0.63,1
organic_search,technology,self_employed,south_america,61076,4,7,0.78,1
organic_search,healthcare,employed,south_america,67251,2,4,0.48,0
organic_search,finance,employed,north_america,88352,2,2,0.45,0
social_media,healthcare,student,south_america,21007,3,7,0.6,0
paid_ads,education,self_employed,asia,29090,3,6,0.54,1
paid_ads,education,student,north_america,12000,1,4,0.32,0
events,retail,employed,africa,62741,2,3,0.48,1
social_media,healthcare,self_employed,europe,56764,3,6,0.65,1
social_media,retail,employed,north_america,47602,1,4,0.45,1
organic_search,manufacturing,student,asia,30663,2,5,0.52,0
social_media,retail,employed,north_america,62857,1,3,0.35,0
organic_search,finance,employed,south_america,75097,1,3,0.37,1
referral,finance,employed,europe,76529,4,6,0.62,1
paid_ads,retail,unemployed,europe,19084,2,2,0.27,1
organic_search,finance,unemployed,europe,57694,1,2,0.35,0
,manufacturing,employed,south_america,47868,2,6,0.61,1
paid_ads,technology,employed,north_america,102529,2,3,0.44,1
referral,technology,employed,africa,79226,2,7,0.67,1
referral,retail,employed,south_america,41239,3,9,0.76,1
social_media,finance,unemployed,asia,49169,1,3,0.32,0
organic_search,technology,employed,north_america,71109,3,4,0.51,1
events,education,student,asia,12000,1,4,0.39,0
organic_search,education,employed,africa,38586,1,2,0.37,1
social_media,finance,student,north_america,45527,0,3,0.29,0
social_media,retail,employed,north_america,43108,2,5,0.49,1
social_media,retail,student,europe,,4,6,0.56,0
social_media,retail,employed,north_america,48280,3,4,0.47,1
social_media,technology,employed,africa,71842,3,7,0.59,1
,retail,self_employed,north_america,66772,4,7,0.72,1
referral,manufacturing,unemployed,europe,,2,7,0.73,1
events,retail,unemployed,north_america,28833,2,1,0.24,0
organic_search,finance,,north_america,60926,2,1,0.34,1
organic_search,finance,employed,asia,70966,2,5,0.51,1
social_media,,self_employed,asia,27499,2,4,0.46,1
social_media,finance,self_employed,europe,59716,2,5,0.57,1
referral,retail,employed,north_america,56599,3,7,0.81,1
social_media,education,unemployed,north_america,15559,3,7,0.59,1
social_media,retail,student,africa,12000,2,4,0.32,1
paid_ads,technology,self_employed,south_america,66428,1,0,0.22,0
paid_ads,finance,employed,europe,67931,2,4,0.58,1
referral,technology,student,asia,49965,1,4,0.49,0
social_media,retail,employed,south_america,40228,2,5,0.54,1
organic_search,retail,employed,south_america,47096,4,7,0.67,1
events,healthcare,unemployed,north_america,,1,2,0.28,0
paid_ads,technology,employed,asia,85796,2,2,0.25,0
paid_ads,retail,unemployed,europe,22662,1,1,0.17,0
organic_search,technology,employed,asia,80752,4,8,0.88,1
social_media,technology,student,south_america,,1,4,0.45,1
referral,education,student,europe,,2,5,0.49,1
paid_ads,retail,student,asia,12000,3,5,0.49,0
referral,education,employed,asia,35119,2,5,0.51,0
social_media,technology,self_employed,north_america,67544,3,7,0.68,1
social_media,retail,employed,asia,38480,3,5,0.47,0
events,manufacturing,self_employed,south_america,51838,4,5,0.54,0
paid_ads,retail,employed,africa,45721,2,4,0.47,1
paid_ads,healthcare,employed,north_america,83940,2,2,0.3,1
referral,manufacturing,employed,asia,48609,2,8,0.74,1
referral,healthcare,student,asia,22051,3,7,0.66,1
referral,healthcare,employed,asia,58999,2,5,0.59,1
organic_search,manufacturing,student,south_america,22360,0,4,0.39,0
events,retail,employed,europe,51186,2,7,0.64,0
paid_ads,manufacturing,student,africa,19744,3,5,0.4,0
organic_search,education,self_employed,europe,42687,2,5,0.62,0
referral,education,employed,africa,39518,2,5,0.64,1
referral,retail,employed,north_america,46399,4,8,0.79,1
referral,finance,employed,europe,59516,2,5,0.6,0
organic_search,technology,self_employed,europe,83207,4,6,0.77,1
paid_ads,technology,,north_america,61379,0,1,0.22,0
organic_search,retail,employed,south_america,32451,1,4,0.39,0
organic_search,technology,self_employed,africa,63247,4,9,0.81,1
organic_search,healthcare,unemployed,europe,35293,2,6,0.6,1
organic_search,retail,employed,africa,34934,2,3,0.36,1
paid_ads,technology,student,africa,31225,2,4,0.42,0
social_media,healthcare,employed,europe,66155,4,8,0.77,0
paid_ads,,self_employed,south_america,38760,2,0,0.17,0
social_media,education,employed,asia,45722,3,8,0.75,1
social_media,education,self_employed,europe,42668,2,4,0.49,1
social_media,manufacturing,student,south_america,12000,2,6,0.48,0
paid_ads,education,,north_america,64565,1,2,0.38,0
referral,retail,student,europe,,2,6,0.64,0
paid_ads,education,employed,asia,30355,2,6,0.44,0
paid_ads,finance,student,south_america,,1,2,0.24,0
events,retail,employed,north_america,44165,2,4,0.48,0
organic_search,manufacturing,employed,south_america,57660,2,7,0.67,1
referral,healthcare,self_employed,africa,62653,3,6,0.65,0
social_media,healthcare,student,asia,17740,2,6,0.59,0
referral,healthcare,unemployed,africa,41748,2,5,0.6,1
paid_ads,healthcare,unemployed,south_america,33877,3,5,0.53,1
organic_search,healthcare,student,europe,29356,1,0,0.19,0
organic_search,finance,employed,asia,66467,3,8,0.76,0
organic_search,education,unemployed,asia,12000,2,5,0.46,1
paid_ads,finance,employed,africa,64806,4,6,0.58,1
social_media,,,north_america,35416,1,5,0.46,1
organic_search,retail,employed,north_america,46368,4,8,0.73,1
organic_search,education,employed,europe,36314,4,9,0.72,1
social_media,healthcare,,asia,60663,2,3,0.45,0
paid_ads,healthcare,unemployed,south_america,29435,0,0,0.08,0
organic_search,education,unemployed,asia,14939,2,4,0.36,1
organic_search,finance,student,africa,,4,5,0.56,1
paid_ads,education,employed,north_america,46970,2,3,0.29,0
paid_ads,manufacturing,unemployed,africa,32162,0,0,0.23,0
events,retail,student,south_america,12000,0,0,0.04,0
paid_ads,manufacturing,student,asia,37079,1,2,0.28,0
social_media,finance,self_employed,asia,65793,1,2,0.28,0
events,manufacturing,self_employed,africa,49064,0,2,0.24,0
paid_ads,finance,self_employed,south_america,68995,1,3,0.38,0
social_media,technology,employed,asia,68956,3,6,0.68,1
,technology,student,africa,17509,2,2,0.29,1
social_media,retail,self_employed,asia,29825,3,4,0.47,0
paid_ads,retail,employed,europe,48935,3,6,0.55,1
events,,employed,asia,35913,1,3,0.29,0
paid_ads,technology,self_employed,north_america,81723,0,0,0.09,1
referral,retail,unemployed,asia,23563,3,4,0.42,1
referral,finance,student,asia,41026,2,4,0.55,1
paid_ads,manufacturing,unemployed,europe,51673,2,4,0.41,1
paid_ads,finance,unemployed,south_america,52969,1,4,0.28,1
organic_search,technology,employed,south_america,72961,3,6,0.62,1
organic_search,education,employed,south_america,29825,1,3,0.38,0
referral,,self_employed,europe,60203,2,5,0.52,0
events,education,self_employed,europe,33124,2,2,0.25,0
social_media,healthcare,employed,north_america,56583,3,7,0.65,1
social_media,retail,unemployed,europe,22619,2,5,0.44,1
paid_ads,retail,unemployed,europe,22014,2,4,0.45,1
social_media,,employed,europe,77155,2,2,0.28,1
,finance,employed,africa,78743,2,4,0.48,1
paid_ads,technology,unemployed,asia,58045,2,4,0.47,1
,retail,student,asia,12000,0,3,0.29,1
organic_search,healthcare,employed,north_america,77295,4,6,0.56,1
organic_search,education,employed,asia,24377,2,3,0.4,1
referral,education,employed,north_america,43583,1,4,0.47,0
social_media,healthcare,employed,north_america,73742,3,6,0.67,1
social_media,education,self_employed,south_america,43260,1,1,0.16,1
social_media,education,self_employed,asia,39234,0,3,0.4,0
organic_search,education,self_employed,europe,53926,2,6,0.66,1
organic_search,education,unemployed,south_america,12000,1,2,0.25,0
organic_search,healthcare,employed,south_america,65175,4,8,0.76,1
events,healthcare,employed,africa,51523,3,3,,0
organic_search,technology,self_employed,asia,78300,3,10,0.82,1
paid_ads,education,unemployed,north_america,,0,2,0.27,0
