Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,19,1715,91030
Porsche,911,2016,premium unleaded (required),400,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,19,1715,98900
Porsche,911,2016,premium unleaded (required),430,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,25,18,1715,132800
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,19,1715,84300
Porsche,911,2016,premium unleaded (required),520,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,24,17,1715,151100
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,26,19,1715,104600
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,102930
Porsche,911,2016,premium unleaded (required),430,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,132800
Porsche,911,2016,premium unleaded (required),430,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,114200
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,19,1715,88800
Porsche,911,2016,premium unleaded (required),560,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17,1715,194600
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,19,1715,96200
Porsche,911,2016,premium unleaded (required),400,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,117530
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,19,1715,94800
Porsche,911,2016,premium unleaded (required),400,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,19,1715,110800
Porsche,911,2016,premium unleaded (required),400,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,26,18,1715,117530
Porsche,911,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,19,1715,98500
Porsche,911,2016,premium unleaded (required),520,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17,1715,163000
Porsche,911,2016,premium unleaded (required),560,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,24,17,1715,182700
Porsche,911,2016,premium unleaded (required),475,6,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,15,1715,130400
Porsche,911,2016,premium unleaded (required),500,6,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14,1715,175900
Porsche,911,2017,premium unleaded (required),540,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,29,20,1715,159200
Porsche,911,2017,premium unleaded (required),370,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,19,1715,108600
Porsche,911,2017,premium unleaded (required),580,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,200400
Porsche,911,2017,premium unleaded (required),420,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,115700
Porsche,911,2017,premium unleaded (required),420,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,110300
Porsche,911,2017,premium unleaded (required),420,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,122600
Porsche,911,2017,premium unleaded (required),420,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,103400
Porsche,911,2017,premium unleaded (required),370,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,29,20,1715,96300
Porsche,911,2017,premium unleaded (required),370,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,20,1715,101700
Porsche,911,2017,premium unleaded (required),540,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,20,1715,171500
Porsche,911,2017,premium unleaded (required),580,6,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,20,1715,188100
Porsche,911,2017,premium unleaded (required),370,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,20,1715,108600
Porsche,911,2017,premium unleaded (required),420,6,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,122600
Porsche,911,2017,premium unleaded (required),370,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,29,20,1715,89400
Porsche,928,1993,regular unleaded,345,8,MANUAL,rear wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,17,11,1715,6294
Porsche,928,1994,regular unleaded,345,8,MANUAL,rear wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,17,11,1715,7419
Porsche,928,1995,regular unleaded,345,8,MANUAL,rear wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,17,11,1715,9400
Mazda,929,1993,regular unleaded,195,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,Sedan,22,17,586,2000
Mazda,929,1994,regular unleaded,193,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,Sedan,22,17,586,2000
Mazda,929,1995,regular unleaded,193,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,Sedan,22,17,586,2000
Volvo,940,1993,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,25,17,870,2000
Volvo,940,1993,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,25,17,870,2000
Volvo,940,1993,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,17,870,2000
Volvo,940,1993,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,25,17,870,2000
Volvo,940,1993,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,25,17,870,2000
Volvo,940,1993,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,22,17,870,2000
Volvo,940,1994,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,870,2000
Volvo,940,1994,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,17,870,2000
Volvo,940,1994,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,17,870,2000
Volvo,940,1994,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,22,17,870,2000
Volvo,940,1995,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,17,870,2000
Volvo,940,1995,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,17,870,2000
Volvo,940,1995,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,22,17,870,2000
Volvo,940,1995,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,870,2000
Porsche,944,1990,regular unleaded,208,4,MANUAL,rear wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,24,15,1715,2667
Porsche,944,1990,regular unleaded,208,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,1715,3083
Porsche,944,1991,regular unleaded,208,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,1715,3578
Porsche,944,1991,regular unleaded,208,4,MANUAL,rear wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,24,15,1715,3047
Volvo,960,1995,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,23,15,870,2000
Volvo,960,1995,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,15,870,2000
Volvo,960,1996,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,16,870,2000
Volvo,960,1996,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,16,870,2000
Volvo,960,1997,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,16,870,2000
Volvo,960,1997,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,16,870,2000
Porsche,968,1993,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,1715,4651
Porsche,968,1993,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,24,15,1715,3839
Porsche,968,1994,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,24,15,1715,4191
Porsche,968,1994,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,1715,4878
Porsche,968,1995,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,24,15,1715,4723
Porsche,968,1995,regular unleaded,236,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,1715,5576
Audi,A3,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,35150
Audi,A3,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,32600
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,33200
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,44050
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,29900
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,41650
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,38150
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,35750
Audi,A3,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,41050
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,47050
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,38350
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,35600
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,38600
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,41150
Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,32450
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,34200
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,39600
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,37700
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,33200
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,43050
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,39300
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,36600
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,39750
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,45450
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,48450
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,36700
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,34400
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,35900
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,43100
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,36900
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,33600
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,30900
Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,40100
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,42300
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105,42050
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26,3105,43150
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26,3105,40150
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26,3105,37450
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25,3105,37600
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26,3105,34450
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25,3105,40300
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25,3105,49250
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25,3105,43550
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26,3105,31200
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25,3105,40850
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25,3105,46550
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26,3105,34200
Audi,A4 allroad,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23,3105,51400
Audi,A4 allroad,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23,3105,44000
Audi,A4 allroad,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23,3105,47000
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,45000
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,39700
Audi,A4,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,43800
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24,3105,35500
Audi,A4,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,38500
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24,3105,37600
Audi,A4,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,36400
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24,3105,42900
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,37600
Audi,A4,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,37000
Audi,A4,2016,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,38000
Audi,A4,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,38000
Audi,A4,2016,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,35900
Audi,A4,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,40100
Audi,A4,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,39100
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,37300
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,34900
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,48000
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,43200
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,41100
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,45900
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,39400
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,38700
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,37850
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,42350
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105,43800
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105,41500
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21,3105,47900
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21,3105,50200
Audi,A5,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22,3105,40500
Audi,A5,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22,3105,42800
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,32,23,3105,41200
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Convertible,21,15,3105,48600
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,22,15,3105,42200
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105,58700
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105,50450
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25,3105,44800
Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,60100
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25,3105,48350
Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,56300
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105,46900
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105,62500
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,52100
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,49900
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,46200
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105,59500
