model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
1983,USA,Gasoline,Front-wheel drive,3,2050,6,232,4120,19.6,26.5
2021,USA,Gasoline,Rear-wheel drive,4,2060,5,230,4220,17.9,32.9
1985,Europe,Hybrid,All-wheel drive,4,2270,6,249,4400,19.7,30.2
2015,USA,Gasoline,Front-wheel drive,2,2470,7,279,4480,17.7,30.7
1993,Asia,Gasoline,Rear-wheel drive,3,2550,6,279,4460,16.7,25.8
1986,Asia,Hybrid,Front-wheel drive,5,2290,6,239,4200,19.8,33.0
2021,USA,Gasoline,Front-wheel drive,4,2140,6,253,4150,17.3,32.1
2021,Asia,Gasoline,Front-wheel drive,3,2290,6,248,4140,18.3,31.4
1986,Europe,Gasoline,Rear-wheel drive,4,2310,6,257,4370,18.4,27.6
2002,Asia,Gasoline,Rear-wheel drive,3,2130,6,212,4240,20.0,29.6
1989,USA,Gasoline,Rear-wheel drive,4,2030,6,220,4560,21.2,30.2
1990,USA,Gasoline,Front-wheel drive,5,2330,6,271,4430,20.0,27.0
2014,USA,Gasoline,All-wheel drive,4,2070,6,263,4310,18.9,29.8
1984,USA,Gasoline,All-wheel drive,3,2010,6,264,4300,15.8,26.4
2020,USA,Gasoline,Rear-wheel drive,4,2280,6,276,4380,20.4,32.6
1975,USA,Gasoline,Rear-wheel drive,3,2480,6,270,4660,17.9,22.9
2008,Asia,Gasoline,Front-wheel drive,2,2040,6,213,3810,20.8,32.8
1984,Europe,Gasoline,All-wheel drive,2,2190,6,258,4320,17.5,29.8
1997,Asia,Gasoline,All-wheel drive,5,2260,5,220,4410,19.7,27.4
2014,Europe,Gasoline,Rear-wheel drive,4,2110,6,232,4210,18.5,31.2
1982,Europe,Gasoline,Rear-wheel drive,3,2050,6,227,4130,20.8,25.9
2012,USA,Diesel,Front-wheel drive,3,2300,6,257,4030,15.7,31.5
1978,Europe,Gasoline,All-wheel drive,3,2160,6,262,4240,19.4,28.3
2021,Europe,Diesel,Rear-wheel drive,5,2440,6,276,4500,20.1,33.3
2020,Asia,Gasoline,Front-wheel drive,3,2220,6,224,3820,19.1,35.1
1984,Europe,Diesel,All-wheel drive,3,2520,6,271,4790,,28.9
1988,Asia,Gasoline,Front-wheel drive,4,2140,6,228,4000,17.9,29.4
1975,USA,Gasoline,Rear-wheel drive,4,1910,5,,3990,19.5,26.5
2009,USA,Gasoline,Front-wheel drive,4,2640,7,283,4830,20.0,25.1
1980,Europe,Gasoline,Rear-wheel drive,4,2190,6,,3860,18.1,27.0
2020,Europe,Diesel,Rear-wheel drive,4,2300,6,254,4310,,32.3
2008,USA,Diesel,Rear-wheel drive,2,2220,6,273,4350,19.9,30.7
2002,Europe,Hybrid,Front-wheel drive,3,2220,6,251,3990,16.4,34.8
1981,Europe,Gasoline,Front-wheel drive,4,2060,6,229,3960,18.0,30.3
1992,USA,Gasoline,Front-wheel drive,3,2340,6,266,4230,20.7,30.0
1976,Europe,Gasoline,Rear-wheel drive,4,2390,6,,4090,16.9,29.6
1999,USA,Gasoline,All-wheel drive,4,2110,6,252,4270,19.4,28.0
1983,Asia,Diesel,Rear-wheel drive,3,1960,6,226,4240,17.8,27.7
2021,USA,Hybrid,Rear-wheel drive,4,2330,6,278,4480,17.5,32.9
1981,Europe,Hybrid,Front-wheel drive,3,2400,7,279,4360,18.9,33.3
2001,Europe,Gasoline,Front-wheel drive,4,1860,6,225,3860,18.1,33.4
2023,USA,Gasoline,Front-wheel drive,4,1840,5,198,3790,17.4,34.8
1987,USA,Diesel,Rear-wheel drive,3,2320,6,276,4500,19.7,28.3
1983,USA,Gasoline,Front-wheel drive,3,2240,6,276,4300,17.8,26.4
2015,USA,Gasoline,Front-wheel drive,4,2450,7,268,4670,17.4,29.5
2017,Europe,Gasoline,All-wheel drive,2,1980,6,246,4040,20.0,30.5
2005,Asia,Gasoline,Front-wheel drive,3,2360,6,250,4130,18.2,33.2
1993,Asia,Gasoline,Front-wheel drive,3,2320,6,245,4210,19.3,27.9
1979,Asia,Gasoline,Front-wheel drive,4,1940,5,212,3670,20.2,28.1
2001,Europe,Gasoline,Front-wheel drive,4,2120,6,241,4090,19.4,30.0
2010,Europe,Gasoline,Front-wheel drive,5,2340,6,247,4250,16.7,32.3
2000,USA,Gasoline,Front-wheel drive,3,2340,6,283,4350,17.7,27.1
2017,Europe,Gasoline,All-wheel drive,4,2440,7,254,4690,,29.4
2004,USA,Gasoline,Front-wheel drive,2,2290,6,261,4360,19.6,28.8
1976,Asia,Gasoline,Front-wheel drive,3,2360,6,,4210,16.4,26.2
2024,Europe,Diesel,Rear-wheel drive,3,2490,7,289,4330,,32.8
1990,USA,Gasoline,Rear-wheel drive,5,2780,7,326,5200,20.3,25.8
1997,Asia,Gasoline,Front-wheel drive,2,2420,6,,4160,16.7,28.8
2015,Asia,Gasoline,Front-wheel drive,3,1860,5,191,3730,16.9,34.8
2004,USA,Diesel,All-wheel drive,2,2630,7,313,4640,18.7,26.7
2003,Europe,Gasoline,Front-wheel drive,4,2130,6,244,4050,18.4,30.8
1989,USA,Hybrid,Front-wheel drive,2,2310,7,283,4600,19.4,29.8
2006,Asia,Gasoline,Front-wheel drive,2,2020,5,208,3870,17.7,30.6
1996,Europe,Gasoline,Front-wheel drive,3,2100,6,218,3970,18.8,31.4
2003,USA,Gasoline,Front-wheel drive,5,2290,6,297,4450,17.7,29.3
1993,Europe,Gasoline,Front-wheel drive,5,2160,6,241,4050,19.2,30.1
2018,Europe,Gasoline,Rear-wheel drive,5,2210,6,229,4390,15.8,34.0
2003,USA,Hybrid,All-wheel drive,2,2220,6,253,4400,18.7,30.0
1980,USA,Hybrid,Front-wheel drive,3,2640,6,278,4450,19.5,29.0
1987,Asia,Gasoline,Rear-wheel drive,3,2020,5,211,4190,21.0,28.5
2020,USA,Gasoline,All-wheel drive,3,2050,6,245,4440,19.2,30.9
2023,USA,Gasoline,Front-wheel drive,4,2240,6,261,4240,18.5,33.4
2019,USA,Gasoline,Front-wheel drive,5,2010,5,208,4090,18.6,32.8
1998,USA,Gasoline,All-wheel drive,4,2420,6,271,4450,21.6,26.1
1998,Asia,Gasoline,Rear-wheel drive,4,2450,6,273,4410,18.3,29.9
2016,USA,Gasoline,Front-wheel drive,5,2400,6,273,4340,16.6,31.1
2010,USA,Diesel,All-wheel drive,4,2270,6,268,4740,20.3,27.4
2009,Europe,Gasoline,Front-wheel drive,4,2290,6,273,4280,,30.5
2006,USA,Gasoline,Rear-wheel drive,4,2330,6,269,4640,19.6,26.7
1976,Asia,Gasoline,All-wheel drive,5,2180,6,,4460,18.7,28.8
1985,Europe,Gasoline,Front-wheel drive,3,2220,6,243,4050,17.9,31.7
2003,USA,Gasoline,Rear-wheel drive,3,2190,6,248,4390,21.9,29.0
1979,USA,Hybrid,Front-wheel drive,4,2010,5,,4010,18.1,31.6
1988,USA,Gasoline,Front-wheel drive,5,1980,6,254,4170,19.4,28.3
1986,Asia,Hybrid,All-wheel drive,4,1840,5,209,3700,18.3,32.4
2007,USA,Gasoline,All-wheel drive,5,2540,7,301,4910,18.1,26.8
2003,Europe,Gasoline,Front-wheel drive,3,2230,6,247,4270,19.9,31.1
2016,Asia,Gasoline,Front-wheel drive,4,2330,6,250,4210,20.5,32.8
1987,Asia,Gasoline,All-wheel drive,4,1910,6,230,4330,17.6,24.5
1984,Europe,Diesel,Front-wheel drive,2,2090,5,,4130,20.0,29.8
1995,Asia,Hybrid,Front-wheel drive,3,2480,6,297,4360,18.4,32.7
2018,USA,Gasoline,All-wheel drive,4,2560,7,306,4890,18.3,28.0
2014,Europe,Diesel,All-wheel drive,3,2340,6,276,4370,,30.3
2016,USA,Gasoline,Rear-wheel drive,5,2160,6,220,4370,18.9,34.4
1977,USA,Hybrid,All-wheel drive,2,2290,6,277,4520,19.6,27.9
2019,Europe,Hybrid,Front-wheel drive,5,2290,6,241,4360,19.5,38.4
2000,USA,Gasoline,All-wheel drive,5,2040,6,231,4400,20.7,26.9
1982,USA,Diesel,Rear-wheel drive,4,2700,7,311,4960,19.6,26.0
2006,USA,Gasoline,Rear-wheel drive,3,2740,8,334,5040,20.8,27.3
1992,Asia,Gasoline,Front-wheel drive,3,2250,6,252,4140,19.9,31.8
2017,Europe,Gasoline,Rear-wheel drive,3,2630,6,297,4520,,28.7
1996,USA,Gasoline,Front-wheel drive,4,2170,6,243,4050,18.5,30.3
1995,USA,Gasoline,All-wheel drive,4,2480,7,299,4680,17.9,25.9
2009,USA,Gasoline,Rear-wheel drive,5,2170,5,250,4470,17.2,25.2
2005,Asia,Gasoline,Front-wheel drive,3,2380,6,264,4300,19.0,28.1
2014,Asia,Gasoline,Front-wheel drive,5,2430,6,269,4370,17.9,32.8
1990,Europe,Gasoline,Front-wheel drive,4,2420,7,269,4470,20.0,29.9
1980,USA,Diesel,Rear-wheel drive,2,2360,7,266,4530,20.7,28.8
2008,Asia,Gasoline,Front-wheel drive,4,2580,7,270,4650,18.5,28.9
1982,USA,Diesel,Rear-wheel drive,5,2410,7,282,4740,18.0,25.2
2004,Europe,Gasoline,Front-wheel drive,3,2430,6,254,4110,18.8,30.3
2023,USA,Gasoline,All-wheel drive,5,2060,6,243,4260,19.3,27.2
1981,Europe,Diesel,Front-wheel drive,4,2030,6,245,4080,19.1,34.7
2009,Europe,Gasoline,Front-wheel drive,4,2480,7,279,4390,17.9,28.9
2012,USA,Gasoline,Rear-wheel drive,3,2130,6,218,4300,18.5,32.0
1978,Asia,Gasoline,Front-wheel drive,3,1790,6,200,3790,18.7,32.0
1982,Europe,Diesel,Rear-wheel drive,3,2280,6,247,4150,18.2,28.3
2014,Asia,Gasoline,Rear-wheel drive,4,2240,6,234,4640,19.7,31.0
1998,Asia,Gasoline,All-wheel drive,5,2160,7,252,4610,20.7,28.7
2009,USA,Gasoline,Front-wheel drive,4,2240,6,254,4360,20.2,29.5
2023,USA,Diesel,All-wheel drive,3,2260,6,260,4390,20.3,34.0
1995,Asia,Diesel,Front-wheel drive,2,2080,6,241,3760,15.9,32.5
1983,Asia,Diesel,Rear-wheel drive,4,2350,6,279,4700,20.0,29.9
1990,Asia,Gasoline,Front-wheel drive,3,2220,6,264,4020,18.3,29.6
1995,USA,Gasoline,Front-wheel drive,4,2330,6,273,4560,19.6,27.0
2004,USA,Gasoline,Front-wheel drive,3,2390,6,267,4310,19.7,28.9
2003,Europe,Gasoline,Front-wheel drive,4,2230,6,253,4320,19.2,32.5
2012,Asia,Gasoline,Rear-wheel drive,3,2190,6,236,4010,19.3,34.5
1981,Europe,Hybrid,Front-wheel drive,2,2470,6,270,4120,20.0,32.2
2013,USA,Gasoline,Front-wheel drive,5,2670,7,298,4560,19.0,26.8
1999,Asia,Gasoline,Front-wheel drive,5,2340,6,242,4520,17.4,28.6
1983,USA,Diesel,Rear-wheel drive,4,2140,6,274,4500,20.3,29.0
1989,USA,Diesel,Front-wheel drive,5,2310,6,266,4320,18.3,27.2
1997,Asia,Gasoline,Rear-wheel drive,3,2340,6,276,4340,18.0,28.4
1985,Europe,Hybrid,All-wheel drive,4,2230,6,238,4550,18.8,26.0
2022,USA,Gasoline,Front-wheel drive,3,2040,6,237,3890,16.0,31.9
1988,USA,Gasoline,Front-wheel drive,4,2410,6,272,4780,20.4,26.5
2022,USA,Gasoline,Front-wheel drive,4,2360,6,261,4470,19.7,30.7
2004,USA,Gasoline,Front-wheel drive,2,1930,5,228,3700,18.3,34.7
2000,Asia,Gasoline,All-wheel drive,3,2400,7,250,4620,19.3,29.6
1984,Asia,Diesel,Rear-wheel drive,3,2010,5,254,3950,19.5,28.6
2013,USA,Gasoline,Front-wheel drive,4,2330,6,275,4370,18.0,27.1
1988,Europe,Gasoline,Front-wheel drive,4,2350,6,264,4250,16.3,29.1
1984,USA,Diesel,Front-wheel drive,4,2090,6,262,4190,19.4,29.3
2008,USA,Gasoline,Rear-wheel drive,3,2230,6,266,4660,20.5,28.7
2013,USA,Gasoline,All-wheel drive,2,2430,6,,4440,18.1,28.6
1981,Asia,Gasoline,Rear-wheel drive,4,2090,5,229,4060,19.2,27.9
1995,USA,Gasoline,Front-wheel drive,4,2040,5,241,4060,18.1,26.9
2018,Asia,Gasoline,Front-wheel drive,2,2380,6,263,4070,19.0,34.7
1978,USA,Diesel,Rear-wheel drive,2,2270,6,279,4270,17.8,29.7
1982,USA,Hybrid,Front-wheel drive,2,2160,6,262,4140,18.0,31.9
2023,Europe,Gasoline,Front-wheel drive,3,2320,7,287,4040,18.0,31.6
1976,USA,Gasoline,Front-wheel drive,5,2350,6,293,4140,18.2,24.7
1985,Europe,Gasoline,Front-wheel drive,5,2260,6,261,3960,18.5,29.1
2010,Europe,Gasoline,Front-wheel drive,3,2660,6,269,4400,18.6,29.6
2024,Europe,Diesel,All-wheel drive,2,2080,5,256,4100,17.7,31.7
2018,Asia,Gasoline,All-wheel drive,5,1840,5,206,3770,18.4,30.3
2017,Asia,Gasoline,Rear-wheel drive,3,2090,6,234,4140,21.6,33.0
1994,Europe,Gasoline,Front-wheel drive,5,2450,6,254,4290,17.8,27.2
1979,Europe,Gasoline,Rear-wheel drive,5,2500,6,,4480,19.3,26.6
2017,USA,Hybrid,Front-wheel drive,3,2150,6,263,4020,17.5,34.3
2012,Asia,Gasoline,Front-wheel drive,2,2260,6,244,4220,20.8,32.2
2001,Asia,Gasoline,Rear-wheel drive,5,2380,6,250,4310,18.2,30.3
2019,Asia,Gasoline,Rear-wheel drive,2,1860,5,205,3740,17.5,37.6
1986,USA,Gasoline,Rear-wheel drive,3,2450,6,267,4700,19.3,24.8
2007,USA,Hybrid,Rear-wheel drive,2,2330,6,255,4500,18.8,34.4
1988,USA,Diesel,All-wheel drive,5,2280,6,270,4680,20.1,28.1
1985,Europe,Gasoline,All-wheel drive,4,2350,6,258,4690,18.4,24.6
2002,USA,Gasoline,Front-wheel drive,5,2220,6,257,4430,17.0,29.8
1988,Asia,Gasoline,All-wheel drive,3,2270,6,239,4690,17.6,29.0
2001,Asia,Diesel,Front-wheel drive,4,2190,6,257,4140,16.7,31.7
2010,USA,Diesel,Front-wheel drive,4,2390,6,284,4290,18.3,36.1
1991,USA,Gasoline,All-wheel drive,4,2430,6,266,4770,19.8,26.8
2005,USA,Gasoline,Front-wheel drive,3,2430,6,262,4320,18.5,29.1
1986,USA,Gasoline,Rear-wheel drive,2,2360,6,274,4320,19.8,29.0
1994,USA,Gasoline,Rear-wheel drive,4,2180,6,259,4340,19.0,26.8
1991,Asia,Hybrid,Front-wheel drive,3,2500,7,279,4110,18.5,33.1
2001,USA,Diesel,All-wheel drive,3,2200,6,264,4250,19.3,28.9
2012,USA,Hybrid,All-wheel drive,3,2300,6,240,4420,20.8,34.5
1987,USA,Gasoline,Front-wheel drive,4,2290,6,254,4330,20.3,27.3
2011,Asia,Gasoline,Front-wheel drive,2,2090,6,219,4030,18.2,34.0
1990,USA,Gasoline,Rear-wheel drive,3,2180,6,240,4470,20.1,26.6
2010,Asia,Diesel,Rear-wheel drive,4,2010,6,221,3870,19.3,31.9
2015,USA,Gasoline,Rear-wheel drive,4,2200,6,243,4440,19.0,30.8
2005,USA,Gasoline,Rear-wheel drive,4,2530,7,290,4650,18.6,26.8
1978,USA,Diesel,Rear-wheel drive,3,2160,6,290,4460,21.3,30.1
1995,Europe,Gasoline,Front-wheel drive,3,2100,6,,4030,,29.7
2008,USA,Gasoline,All-wheel drive,3,2370,6,258,4530,21.4,29.6
2014,Europe,Gasoline,Rear-wheel drive,4,2000,6,214,4030,18.6,34.8
2022,USA,Diesel,Front-wheel drive,3,2180,6,268,4030,16.2,32.2
1990,Europe,Gasoline,Front-wheel drive,4,2060,6,235,4090,,29.6
1993,Europe,Diesel,All-wheel drive,3,2520,6,300,4620,20.0,28.9
1999,Asia,Hybrid,Front-wheel drive,5,2080,6,226,4220,19.7,36.5
1983,Asia,Gasoline,Front-wheel drive,3,2330,7,,4230,17.7,26.6
2024,Europe,Gasoline,Rear-wheel drive,3,2290,6,235,4210,17.9,32.5
1983,Europe,Gasoline,Front-wheel drive,4,2630,7,,4890,20.8,27.0
1995,Asia,Diesel,Rear-wheel drive,4,2530,6,291,4530,19.3,31.9
2001,Europe,Gasoline,Rear-wheel drive,5,2260,6,250,4450,18.6,31.8
2013,USA,Gasoline,Rear-wheel drive,5,2270,6,252,4650,17.6,29.1
2021,USA,Gasoline,Front-wheel drive,4,2420,6,266,4390,18.6,28.9
2011,Asia,Diesel,Front-wheel drive,5,2520,6,266,4610,17.4,34.1
2019,Asia,Gasoline,All-wheel drive,3,2500,7,269,4810,19.4,28.4
2000,Europe,Gasoline,Rear-wheel drive,4,2370,6,249,4360,21.3,28.5
2022,Asia,Gasoline,Rear-wheel drive,5,2430,7,290,4420,18.2,31.8
1998,Asia,Gasoline,Front-wheel drive,5,2070,6,252,4140,18.9,34.0
1995,Europe,Gasoline,Front-wheel drive,3,2130,5,226,4010,19.3,32.7
2013,USA,Hybrid,Rear-wheel drive,3,2390,6,276,4590,19.2,32.4
2001,Asia,Diesel,Rear-wheel drive,4,1820,5,203,3880,18.8,32.8
1980,Asia,Gasoline,Rear-wheel drive,3,2280,6,242,4410,19.6,28.6
2015,Europe,Gasoline,Front-wheel drive,4,2300,6,259,3870,18.5,33.5
1998,USA,Gasoline,All-wheel drive,2,2190,6,242,4270,18.6,25.5
2015,USA,Gasoline,Front-wheel drive,2,2040,6,231,4020,18.2,29.8
1990,Asia,Gasoline,Rear-wheel drive,4,2140,6,232,4200,19.6,33.5
1994,USA,Gasoline,Front-wheel drive,4,2140,5,239,3980,20.0,28.2
2020,USA,Diesel,Front-wheel drive,4,2300,6,279,4490,18.8,30.2
1996,Asia,Gasoline,Front-wheel drive,4,2320,6,240,4010,16.7,31.4
1977,Europe,Gasoline,Front-wheel drive,3,1990,6,226,3980,22.9,27.9
1995,USA,Gasoline,All-wheel drive,3,2650,7,299,4890,19.9,24.9
2015,USA,Diesel,Front-wheel drive,3,2040,6,256,4040,20.7,33.8
2000,Asia,Gasoline,All-wheel drive,5,2420,6,257,4550,20.8,28.8
1990,Asia,Gasoline,Rear-wheel drive,2,2550,6,257,4890,21.6,29.2
2016,Asia,Hybrid,Front-wheel drive,3,2320,6,241,4020,18.9,39.2
2006,USA,Diesel,All-wheel drive,4,2380,6,278,4770,19.2,28.3
2013,Europe,Gasoline,Front-wheel drive,3,1910,6,212,4030,16.7,33.7
1987,Europe,Gasoline,Front-wheel drive,2,2190,6,235,4020,17.6,25.5
1979,Asia,Gasoline,Front-wheel drive,2,2110,6,235,3860,18.4,30.0
1989,USA,Diesel,Rear-wheel drive,2,2200,5,263,4040,15.6,29.2
1984,USA,Hybrid,All-wheel drive,2,2010,5,,4010,17.1,30.5
1984,USA,Diesel,Front-wheel drive,3,2350,6,292,4050,18.7,31.0
1989,Asia,Diesel,Rear-wheel drive,2,2160,6,252,4130,17.6,30.0
2003,USA,Hybrid,Front-wheel drive,4,2290,6,256,4480,19.2,28.4
2024,Europe,Hybrid,All-wheel drive,3,2350,6,240,4680,21.0,33.8
2008,Europe,Diesel,Front-wheel drive,2,2130,6,244,3920,19.2,31.4
1984,USA,Gasoline,Rear-wheel drive,4,2450,7,278,4580,18.2,23.3
2011,USA,Diesel,Front-wheel drive,4,2130,6,259,4170,15.9,30.7
2013,USA,Gasoline,Front-wheel drive,4,2230,6,258,4380,19.2,31.2
1999,Asia,Gasoline,Rear-wheel drive,3,2090,6,229,4140,19.8,28.9
1993,USA,Gasoline,Front-wheel drive,3,2080,6,239,4140,17.7,30.0
2007,Asia,Gasoline,Front-wheel drive,3,2080,5,220,4010,20.4,29.6
2004,Asia,Gasoline,Front-wheel drive,5,2310,6,246,4380,19.7,31.6
1982,Europe,Gasoline,Front-wheel drive,3,2020,5,,3890,19.3,29.1
2024,USA,Gasoline,Front-wheel drive,4,2510,7,269,4740,19.5,29.8
2023,Asia,Gasoline,All-wheel drive,2,2650,7,271,4870,19.7,26.3
2019,Europe,Gasoline,Rear-wheel drive,5,2130,5,235,4260,19.8,32.2
2012,USA,Gasoline,Front-wheel drive,4,2560,7,282,4470,14.6,30.4
2004,USA,Diesel,Front-wheel drive,2,1990,5,250,3920,17.9,33.4
2010,USA,Hybrid,Rear-wheel drive,4,2290,6,279,4660,21.6,31.4
1994,Asia,Gasoline,All-wheel drive,4,2250,6,234,4110,21.4,27.6
2021,USA,Diesel,Front-wheel drive,3,1920,5,228,3730,19.6,31.4
2007,Europe,Gasoline,Front-wheel drive,5,2180,7,241,4190,17.1,31.8
1989,Europe,Hybrid,Rear-wheel drive,4,2330,5,225,4340,,33.9
1985,Europe,Gasoline,Front-wheel drive,4,2470,6,259,4300,,28.6
1983,USA,Gasoline,All-wheel drive,2,2170,6,255,4310,20.1,24.2
1978,USA,Gasoline,Front-wheel drive,2,2340,6,257,4340,20.4,29.4
1980,Asia,Gasoline,Front-wheel drive,5,2330,6,,4500,19.5,25.9
1978,USA,Diesel,Rear-wheel drive,3,2430,6,,4370,16.9,24.9
1979,Europe,Gasoline,Front-wheel drive,3,2180,6,233,4080,18.8,29.9
1999,USA,Gasoline,Front-wheel drive,3,2430,6,270,4300,18.5,29.1
1989,Europe,Gasoline,All-wheel drive,4,2220,6,251,4510,20.1,24.9
2005,Europe,Gasoline,Front-wheel drive,3,2310,6,269,4200,15.9,33.1
1993,Asia,Gasoline,All-wheel drive,4,2540,6,267,4650,20.9,29.0
1985,Europe,Gasoline,All-wheel drive,3,2070,6,230,4150,20.6,27.6
1992,Europe,Hybrid,Rear-wheel drive,4,2060,6,233,4010,18.8,34.1
2007,Asia,Hybrid,Front-wheel drive,4,2150,6,239,4220,17.2,36.1
2000,Asia,Gasoline,Front-wheel drive,3,2410,6,224,4160,20.5,31.7
2021,USA,Gasoline,Rear-wheel drive,2,2240,6,246,4580,18.7,31.0
2010,Asia,Gasoline,Front-wheel drive,4,2430,6,241,4380,16.4,31.9
2011,Asia,Gasoline,All-wheel drive,2,2480,6,259,4280,19.5,28.0
1991,Asia,Diesel,Front-wheel drive,3,2180,6,256,4120,18.1,30.8
2017,USA,Gasoline,Front-wheel drive,3,2460,6,270,4370,19.5,29.1
2002,Europe,Diesel,Front-wheel drive,3,2410,6,296,4220,,33.3
1981,Europe,Gasoline,Front-wheel drive,3,2080,6,,3950,18.1,29.2
1999,USA,Gasoline,All-wheel drive,3,2240,6,249,4390,20.3,29.3
1978,USA,Hybrid,Rear-wheel drive,3,2140,5,,4300,18.0,28.1
2001,USA,Gasoline,All-wheel drive,3,2270,6,251,4380,16.3,29.0
2019,USA,Diesel,Front-wheel drive,3,2420,6,296,4250,17.1,31.3
1979,Asia,Gasoline,Front-wheel drive,2,1840,5,188,3330,18.2,31.1
1992,Europe,Diesel,All-wheel drive,5,2250,6,253,4590,19.0,29.9
2012,USA,Diesel,Front-wheel drive,5,2140,6,263,4090,18.0,34.3
1977,Asia,Gasoline,Rear-wheel drive,4,2470,6,282,4420,22.5,27.9
1990,Europe,Gasoline,Front-wheel drive,3,2290,6,279,4070,,30.2
1989,USA,Gasoline,Front-wheel drive,3,2320,6,274,4200,17.1,28.5
2016,USA,Gasoline,Front-wheel drive,2,2050,6,246,4250,18.6,31.8
1985,USA,Gasoline,Rear-wheel drive,3,2180,6,266,4400,19.0,24.6
1977,Europe,Gasoline,Front-wheel drive,4,2100,5,216,3910,20.8,28.3
2003,USA,Diesel,Front-wheel drive,4,2360,6,270,4520,22.1,31.4
1990,Europe,Hybrid,All-wheel drive,3,2260,6,232,4530,18.5,32.2
1998,Asia,Gasoline,Front-wheel drive,4,2210,7,,4240,17.9,29.7
1977,USA,Gasoline,Rear-wheel drive,2,2270,6,250,4500,18.8,23.2
2000,USA,Hybrid,Rear-wheel drive,2,2450,7,282,4500,18.4,32.4
2019,Asia,Gasoline,All-wheel drive,4,2110,6,223,4480,19.4,31.2
1982,USA,Gasoline,Front-wheel drive,3,2350,6,,4440,18.5,25.8
2007,USA,Diesel,Rear-wheel drive,4,2510,7,305,4800,18.7,26.7
2002,Asia,Gasoline,Front-wheel drive,5,1980,5,214,3960,18.4,29.3
2005,USA,Diesel,Rear-wheel drive,3,2360,6,285,4430,17.6,30.4
2021,USA,Gasoline,All-wheel drive,4,2160,6,251,4520,19.4,28.1
2020,Asia,Hybrid,Front-wheel drive,3,2040,5,230,3770,18.9,37.0
2010,USA,Gasoline,All-wheel drive,4,2410,6,242,4730,18.2,27.8
2005,Asia,Gasoline,All-wheel drive,4,2180,6,252,4300,18.9,30.2
1985,Europe,Diesel,Front-wheel drive,3,2110,6,225,4040,19.5,31.9
1990,USA,Gasoline,Front-wheel drive,4,2180,6,270,4070,18.7,27.2
1998,USA,Gasoline,Front-wheel drive,4,2060,6,232,4180,19.7,28.2
2011,Asia,Hybrid,Front-wheel drive,4,2270,6,252,4290,19.4,33.7
1978,USA,Gasoline,Front-wheel drive,3,2410,6,,4080,17.6,25.3
2022,USA,Gasoline,Front-wheel drive,3,2150,6,237,4210,17.9,31.2
1994,Europe,Gasoline,Front-wheel drive,4,2400,6,243,4230,19.0,29.9
2018,USA,Gasoline,Front-wheel drive,3,2320,6,255,4250,20.3,28.2
1989,Europe,Gasoline,Rear-wheel drive,4,2220,6,248,4310,19.9,27.3
1999,USA,Hybrid,Front-wheel drive,4,2490,6,265,4450,18.3,33.4
2020,Europe,Gasoline,Front-wheel drive,3,1990,6,190,3880,20.8,37.6
1996,Europe,Gasoline,All-wheel drive,3,2470,7,262,4500,20.1,30.2
1993,Europe,Hybrid,Front-wheel drive,2,2000,5,213,3690,17.4,36.6
1987,Europe,Gasoline,Front-wheel drive,5,2190,5,232,4220,21.6,26.3
2010,USA,Diesel,Front-wheel drive,2,2260,6,278,4210,18.9,32.3
2022,Europe,Gasoline,All-wheel drive,3,1950,5,187,4030,18.6,31.6
1987,Asia,Gasoline,Front-wheel drive,4,2390,7,279,4450,17.5,27.0
1990,Europe,Gasoline,Front-wheel drive,2,2130,6,251,3750,,32.5
1988,USA,Gasoline,Front-wheel drive,5,2440,5,253,4370,20.5,28.5
2005,Asia,Gasoline,Front-wheel drive,4,2190,5,241,4190,18.2,31.2
2005,USA,Gasoline,Front-wheel drive,4,2170,6,257,4300,18.3,29.4
2001,Europe,Hybrid,All-wheel drive,4,2410,7,247,4670,20.2,30.7
1978,Europe,Gasoline,Rear-wheel drive,3,2170,6,,4250,19.6,28.1
2018,Europe,Gasoline,Front-wheel drive,2,2360,7,280,4270,17.6,29.9
1991,USA,Gasoline,Front-wheel drive,3,2360,7,263,4320,18.2,28.9
2007,Europe,Diesel,Rear-wheel drive,4,1990,5,223,4020,16.7,32.2
1982,Asia,Gasoline,Front-wheel drive,2,2330,6,279,3870,17.7,27.8
2002,USA,Gasoline,Front-wheel drive,2,2250,6,252,3990,18.0,29.0
2019,USA,Hybrid,Front-wheel drive,5,2430,7,273,4500,19.2,33.9
1976,USA,Gasoline,Front-wheel drive,3,2110,6,235,4180,19.4,30.0
1995,Asia,Gasoline,Front-wheel drive,5,2180,6,219,3960,19.5,29.8
2020,Europe,Gasoline,Front-wheel drive,2,2230,6,235,3960,19.0,31.2
2007,USA,Diesel,All-wheel drive,3,2090,6,,4200,18.2,31.1
1979,Asia,Gasoline,Front-wheel drive,5,2420,6,262,4380,17.7,27.0
2000,Europe,Gasoline,All-wheel drive,4,2360,6,263,4400,,29.7
1975,USA,Gasoline,Rear-wheel drive,5,2290,6,,4430,17.6,25.1
1976,USA,Gasoline,Front-wheel drive,5,2700,6,281,4780,18.5,27.3
2003,USA,Gasoline,Front-wheel drive,4,2260,6,283,4560,20.2,29.9
